customer_id,country,product_type_old,full_product_price,acq_date,mrk_channel,sub_date,revenue,cost
38,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,45.38
39,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,42.29
40,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,25.37
41,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,16.5
42,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,7.5
43,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,26.99
44,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,34.04
45,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,15.9
46,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,42.78
47,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,19.01
48,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,37.03
49,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,17.01
50,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,6
51,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,27.18
52,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,9
53,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,32.06
54,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,31.2,44.29
55,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,39,18
56,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,6.43,9.62
57,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,20.21,26.4
58,Country 1,product_4,39,1/22/2015,Channel 1,1/22/2015,39,6
59,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,75
60,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,51.24
61,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,7.2
62,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,32.69
63,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,80.34
64,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,29.83
65,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,23.6
66,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,6
67,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,55.2,67.57
68,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,55.2,30.21
69,Country 1,product_1,89,1/21/2015,Channel 3,1/21/2015,55.2,33.38
70,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,35.04,21.81
71,Country 1,product_1,89,1/22/2015,Channel 1,1/22/2015,55.2,7.2
72,Country 1,product_1,89,1/22/2015,Channel 1,1/22/2015,89,51
73,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,79.2,27
74,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,79.2,97
75,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,79.2,9
76,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,79.2,33
77,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,79.2,29.9
78,Country 1,product_3,99,1/22/2015,Channel 1,1/22/2015,24.55,33.5
79,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,89,16
80,Country 1,product_3,99,1/21/2015,Channel 1,1/21/2015,20.13,12.53
81,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,13.17,19.53
82,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,39,31.5
83,Country 1,product_1,89,1/21/2015,Channel 1,1/21/2015,89,7.2
84,Country 1,product_4,39,1/21/2015,Channel 1,1/21/2015,21.72,15.94
85,Country 1,product_4,39,1/22/2015,Channel 1,1/22/2015,31.2,23.6
86,Country 1,product_1,89,1/22/2015,Channel 1,1/22/2015,55.2,78.27
87,Country 1,product_1,89,1/22/2015,Channel 1,1/22/2015,89,11
88,Country 1,product_4,39,1/23/2015,Channel 1,1/23/2015,31.2,27.46
89,Country 1,product_4,39,1/24/2015,Channel 1,1/24/2015,31.2,19.59
90,Country 1,product_1,89,1/24/2015,Channel 1,1/24/2015,55.2,55.59
91,Country 1,product_3,99,1/24/2015,Channel 1,1/24/2015,2,1.18
92,Country 1,product_4,39,1/24/2015,Channel 1,1/24/2015,39,13
93,Country 1,product_4,39,1/24/2015,Channel 1,1/24/2015,18.45,20.31
94,Country 1,product_4,39,1/24/2015,Channel 1,1/24/2015,9.75,12.99
95,Country 1,product_4,39,1/24/2015,Channel 1,1/24/2015,20.78,18.86
96,Country 1,product_4,39,1/25/2015,Channel 1,1/25/2015,25.54,22.47
97,Country 1,product_4,39,1/25/2015,Channel 1,1/25/2015,31.2,9
98,Country 1,product_4,39,1/25/2015,Channel 1,1/25/2015,36.63,26.22
99,Country 1,product_3,99,1/25/2015,Channel 1,1/25/2015,31.2,20.72
100,Country 1,product_3,99,1/25/2015,Channel 1,1/25/2015,80.15,72.33
101,Country 1,product_4,39,1/26/2015,Channel 1,1/26/2015,31.2,22.23
102,Country 1,product_4,39,1/26/2015,Channel 1,1/26/2015,31.2,9
103,Country 1,product_4,39,1/26/2015,Channel 1,1/26/2015,39,6
104,Country 1,product_4,39,1/27/2015,Channel 1,1/27/2015,31.2,7
105,Country 1,product_1,89,1/26/2015,Channel 1,1/26/2015,44.28,58.85
106,Country 1,product_3,99,1/26/2015,Channel 1,1/26/2015,99,91
107,Country 1,product_3,99,1/27/2015,Channel 1,1/27/2015,75.75,102.37
108,Country 1,product_3,99,1/26/2015,Channel 1,1/26/2015,94.1,95.2
109,Country 1,product_3,99,1/26/2015,Channel 1,1/26/2015,92.38,121.74
110,Country 1,product_1,89,1/26/2015,Channel 1,1/26/2015,27.95,18.98
111,Country 1,product_1,89,1/26/2015,Channel 1,1/26/2015,57.39,33.7
112,Country 1,product_1,89,1/28/2015,Channel 1,1/28/2015,89,6
113,Country 1,product_4,39,1/29/2015,Channel 1,1/29/2015,39,20
114,Country 1,product_4,39,1/29/2015,Channel 1,1/29/2015,16.44,10.87
115,Country 1,product_3,99,1/29/2015,Channel 1,1/29/2015,79.2,99.22
116,Country 1,product_1,89,1/29/2015,Channel 1,1/29/2015,55.2,41.77
117,Country 1,product_4,39,1/29/2015,Channel 1,1/29/2015,31.2,17.23
118,Country 1,product_1,89,1/29/2015,Channel 5,1/29/2015,27.82,35.02
119,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.2,8
120,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,10.27,9.85
121,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.2,38.8
122,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.2,29.64
123,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,2.09,2.84
124,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,36.22,47.56
125,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,8.06,9.89
126,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,55.2,40.26
127,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,79.2,110.76
128,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,27.9,16.88
129,Country 1,product_3,99,1/31/2015,Channel 1,1/31/2015,24.37,31.52
130,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.2,42.09
131,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.2,33.62
132,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,26.12,34.58
133,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,31.3,27.1
134,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,7.23,9.99
135,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,11.44,11.03
136,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,72.35,98.97
137,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,88.19,68.25
138,Country 1,product_3,99,1/31/2015,Channel 1,1/31/2015,79.2,106.03
139,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,36.61,34.13
140,Country 1,product_1,89,1/31/2015,Channel 1,1/31/2015,80.04,89.79
141,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,26,24.07
142,Country 1,product_4,39,1/31/2015,Channel 1,1/31/2015,32.54,22.62
143,Country 1,product_1,89,2/1/2015,Channel 3,2/1/2015,55.2,82.6
144,Country 1,product_1,89,2/1/2015,Channel 1,2/1/2015,89,39.8
145,Country 1,product_3,99,2/1/2015,Channel 1,2/1/2015,99,192.2
146,Country 1,product_4,39,2/2/2015,Channel 1,2/2/2015,16.38,16.25
147,Country 1,product_4,39,2/2/2015,Channel 1,2/2/2015,31.2,43
148,Country 1,product_1,89,2/2/2015,Channel 1,2/2/2015,89,94.4
149,Country 1,product_4,39,2/5/2015,Channel 1,2/5/2015,39,31
150,Country 1,product_1,89,2/4/2015,Channel 1,2/4/2015,55.2,38.17
151,Country 1,product_3,99,2/5/2015,Channel 1,2/5/2015,31.2,7.5
152,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,31.2,19.33
153,Country 1,product_4,39,2/5/2015,Channel 1,2/5/2015,31.2,44.21
154,Country 1,product_4,39,2/5/2015,Channel 1,2/5/2015,9.35,10.85
155,Country 1,product_4,39,2/5/2015,Channel 1,2/5/2015,39,16
156,Country 1,product_1,89,2/5/2015,Channel 1,2/5/2015,55.2,67.65
157,Country 1,product_4,39,2/5/2015,Channel 1,2/5/2015,23.71,32.93
158,Country 1,product_3,99,2/5/2015,Channel 1,2/5/2015,99,36
159,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,31.2,9
160,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,39,22
161,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,39,24
162,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,39,9
163,Country 1,product_4,39,2/6/2015,Channel 1,2/6/2015,39,47.2
164,Country 1,product_4,39,2/7/2015,Channel 1,2/7/2015,8.63,5.39
165,Country 1,product_1,89,2/7/2015,Channel 1,2/7/2015,55.2,56
166,Country 1,product_1,89,2/7/2015,Channel 1,2/7/2015,55.2,57
167,Country 1,product_3,99,2/7/2015,Channel 1,2/7/2015,79.2,77
168,Country 1,product_4,39,2/7/2015,Channel 1,2/7/2015,39,20
169,Country 1,product_4,39,2/8/2015,Channel 1,2/8/2015,31.2,31.68
170,Country 1,product_3,99,2/8/2015,Channel 1,2/8/2015,78.18,43.77
171,Country 1,product_4,39,2/9/2015,Channel 1,2/9/2015,39,37.5
172,Country 1,product_4,39,2/9/2015,Channel 1,2/9/2015,39,27
173,Country 1,product_1,89,2/11/2015,Channel 1,2/11/2015,10.31,12.76
174,Country 1,product_4,39,2/13/2015,Channel 1,2/13/2015,1.31,0.74
175,Country 1,product_1,89,2/12/2015,Channel 1,2/12/2015,89,13
176,Country 1,product_1,89,2/12/2015,Channel 1,2/12/2015,89,24
177,Country 1,product_4,39,2/14/2015,Channel 1,2/14/2015,39,9
178,Country 1,product_4,39,2/15/2015,Channel 1,2/15/2015,39,47.2
179,Country 1,product_4,39,2/15/2015,Channel 1,2/15/2015,31.2,43.92
180,Country 1,product_4,39,2/15/2015,Channel 1,2/15/2015,39,34.56
181,Country 1,product_1,89,2/15/2015,Channel 1,2/15/2015,74.39,51.48
182,Country 1,product_1,89,2/15/2015,Channel 1,2/15/2015,69,32
183,Country 1,product_1,89,2/15/2015,Channel 1,2/15/2015,89,36.5
184,Country 1,product_1,89,2/16/2015,Channel 1,2/16/2015,55.2,29.89
185,Country 1,product_4,39,2/16/2015,Channel 1,2/16/2015,55.2,7.5
186,Country 1,product_1,89,2/17/2015,Channel 1,2/17/2015,55.2,17
187,Country 1,product_1,89,2/16/2015,Channel 1,2/16/2015,22.14,14.47
188,Country 1,product_1,89,2/17/2015,Channel 1,2/17/2015,55.2,46
189,Country 1,product_4,39,2/19/2015,Channel 5,2/19/2015,33.22,42.55
190,Country 1,product_4,39,2/19/2015,Channel 1,2/19/2015,32.36,31.03
191,Country 1,product_4,39,2/20/2015,Channel 1,2/20/2015,31.2,33
192,Country 1,product_4,39,2/20/2015,Channel 1,2/20/2015,31.2,8
193,Country 1,product_4,39,2/21/2015,Channel 1,2/21/2015,31.2,24.62
194,Country 1,product_1,89,2/22/2015,Channel 1,2/22/2015,55.2,54
195,Country 1,product_4,39,2/22/2015,Channel 1,2/22/2015,17.69,9.67
196,Country 1,product_1,89,2/22/2015,Channel 1,2/22/2015,89,8
197,Country 1,product_4,39,2/24/2015,Channel 1,2/24/2015,31.2,23.6
198,Country 1,product_4,39,2/23/2015,Channel 1,2/23/2015,55.2,59.58
199,Country 1,product_1,89,2/23/2015,Channel 1,2/23/2015,55.2,9
200,Country 1,product_3,99,2/23/2015,Channel 1,2/23/2015,79.2,9
201,Country 1,product_3,99,2/23/2015,Channel 1,2/23/2015,78.87,114.46
202,Country 1,product_4,39,2/24/2015,Channel 1,2/24/2015,31.2,37.83
203,Country 1,product_1,89,2/24/2015,Channel 1,2/24/2015,4.52,3.05
204,Country 1,product_1,89,2/24/2015,Channel 1,2/24/2015,76.46,112.55
205,Country 1,product_1,89,2/25/2015,Channel 1,2/25/2015,55.2,82.64
206,Country 1,product_1,89,2/24/2015,Channel 1,2/24/2015,63.11,83.71
207,Country 1,product_4,39,2/25/2015,Channel 1,2/25/2015,31.2,41.94
208,Country 1,product_4,39,2/25/2015,Channel 1,2/25/2015,13.5,11.53
209,Country 1,product_1,89,2/25/2015,Channel 1,2/25/2015,55.2,61.88
210,Country 1,product_3,99,2/26/2015,Channel 1,2/26/2015,99,9
211,Country 1,product_3,99,2/26/2015,Channel 1,2/26/2015,79.2,30
212,Country 1,product_3,99,2/26/2015,Channel 1,2/26/2015,79.2,80.2
213,Country 1,product_1,89,2/26/2015,Channel 1,2/26/2015,55.2,50.08
214,Country 1,product_3,99,2/26/2015,Channel 1,2/26/2015,85.62,115.99
215,Country 1,product_3,99,2/27/2015,Channel 1,2/27/2015,26.2,21.97
216,Country 1,product_1,89,2/26/2015,Channel 1,2/26/2015,62.71,35.31
217,Country 1,product_1,89,2/26/2015,Channel 1,2/26/2015,50.29,52.02
218,Country 1,product_4,39,2/27/2015,Channel 1,2/27/2015,13.83,9.16
219,Country 1,product_3,99,2/28/2015,Channel 1,2/28/2015,65.37,74.51
220,Country 1,product_4,39,2/28/2015,Channel 1,2/28/2015,39,9
221,Country 1,product_4,39,2/28/2015,Channel 1,2/28/2015,31.8,38.9
222,Country 1,product_1,89,2/27/2015,Channel 1,2/27/2015,55.2,81.63
223,Country 1,product_1,89,3/1/2015,Channel 1,3/1/2015,43.13,64.26
224,Country 1,product_1,89,3/1/2015,Channel 1,3/1/2015,55.2,15.5
225,Country 1,product_3,99,3/1/2015,Channel 1,3/1/2015,79.2,76.61
226,Country 1,product_3,99,3/1/2015,Channel 1,3/1/2015,79.2,80.13
227,Country 1,product_3,99,3/1/2015,Channel 1,3/1/2015,79.2,82.96
228,Country 1,product_3,99,3/2/2015,Channel 1,3/2/2015,99,283.6
229,Country 1,product_1,89,3/1/2015,Channel 1,3/1/2015,62.79,77.13
230,Country 1,product_1,89,3/1/2015,Channel 1,3/1/2015,62.9,51.59
232,Country 1,product_4,39,3/3/2015,Channel 1,3/3/2015,31.2,33.53
233,Country 1,product_1,89,3/2/2015,Channel 1,3/2/2015,89,14.8
234,Country 1,product_3,99,3/3/2015,Channel 1,3/3/2015,79.2,108
235,Country 1,product_4,39,3/3/2015,Channel 1,3/3/2015,31.2,21.88
236,Country 1,product_4,39,3/4/2015,Channel 1,3/4/2015,31.2,55.4
237,Country 1,product_4,39,3/5/2015,Channel 1,3/5/2015,31.2,30
238,Country 1,product_1,89,3/5/2015,Channel 1,3/5/2015,89,54
239,Country 1,product_1,89,3/5/2015,Channel 1,3/5/2015,89,37.6
240,Country 1,product_3,99,3/5/2015,Channel 1,3/5/2015,99,22
242,Country 1,product_4,39,3/8/2015,Channel 1,3/8/2015,31.2,18
243,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,55.2,44.5
244,Country 1,product_3,99,3/8/2015,Channel 1,3/8/2015,79.2,145.2
245,Country 1,product_4,39,3/8/2015,Channel 4,3/8/2015,31.2,33.66
246,Country 1,product_4,39,3/8/2015,Channel 1,3/8/2015,39,47.8
247,Country 1,product_4,39,3/8/2015,Channel 1,3/8/2015,39,14.8
248,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,87.26,86.78
249,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,55.2,71.2
250,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,55.2,69.7
251,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,55.2,81.53
252,Country 1,product_1,89,3/8/2015,Channel 1,3/8/2015,89,33
253,Country 1,product_3,99,3/8/2015,Channel 1,3/8/2015,79.2,52.8
254,Country 1,product_3,99,3/8/2015,Channel 1,3/8/2015,79.2,102.4
255,Country 1,product_3,99,3/8/2015,Channel 1,3/8/2015,79.2,99
256,Country 1,product_1,89,3/9/2015,Channel 1,3/9/2015,55.2,36.5
257,Country 1,product_1,89,3/9/2015,Channel 1,3/9/2015,55.2,55.61
258,Country 1,product_1,89,3/10/2015,Channel 1,3/10/2015,55.2,37.6
259,Country 1,product_4,39,3/9/2015,Channel 1,3/9/2015,32.35,21.68
260,Country 1,product_4,39,3/10/2015,Channel 1,3/10/2015,31.2,34.03
261,Country 1,product_1,89,3/10/2015,Channel 1,3/10/2015,31.2,24.06
262,Country 1,product_4,39,3/10/2015,Channel 1,3/10/2015,31.2,16.5
263,Country 1,product_3,99,3/10/2015,Channel 1,3/10/2015,99,50
264,Country 1,product_3,99,3/11/2015,Channel 1,3/11/2015,79.2,61.67
265,Country 1,product_4,39,3/11/2015,Channel 1,3/11/2015,39,30.8
266,Country 1,product_4,39,3/12/2015,Channel 1,3/12/2015,31.2,6
267,Country 1,product_1,89,3/11/2015,Channel 1,3/11/2015,89,43.8
268,Country 1,product_1,89,3/11/2015,Channel 1,3/11/2015,55.2,11
269,Country 1,product_1,89,3/12/2015,Channel 1,3/12/2015,55.2,23.8
270,Country 1,product_1,89,3/11/2015,Channel 1,3/11/2015,15.87,19.25
271,Country 1,product_4,39,3/11/2015,Channel 1,3/11/2015,39,6
273,Country 1,product_4,39,3/12/2015,Channel 1,3/12/2015,31.2,47.2
274,Country 1,product_1,89,3/12/2015,Channel 1,3/12/2015,34.5,38.6
275,Country 1,product_1,89,3/12/2015,Channel 1,3/12/2015,55.2,33
276,Country 1,product_1,89,3/12/2015,Channel 1,3/12/2015,55.2,8
277,Country 1,product_1,89,3/12/2015,Channel 1,3/12/2015,89,29
278,Country 1,product_3,99,3/13/2015,Channel 1,3/13/2015,79.2,66
279,Country 1,product_3,99,3/14/2015,Channel 1,3/14/2015,79.2,144.8
281,Country 1,product_4,39,3/14/2015,Channel 1,3/14/2015,31.2,14.8
282,Country 1,product_4,39,3/15/2015,Channel 1,3/15/2015,31.2,33.35
283,Country 1,product_1,89,3/14/2015,Channel 1,3/14/2015,55.2,35.6
284,Country 1,product_1,89,3/15/2015,Channel 1,3/15/2015,55.2,47.92
286,Country 1,product_4,39,3/16/2015,Channel 1,3/16/2015,39,47.2
287,Country 1,product_1,89,3/15/2015,Channel 1,3/15/2015,55.2,49.13
288,Country 1,product_4,39,3/17/2015,Channel 1,3/17/2015,2.74,2.35
289,Country 1,product_1,89,3/17/2015,Channel 1,3/17/2015,55.2,50.5
290,Country 1,product_1,89,3/17/2015,Channel 1,3/17/2015,89,9
291,Country 1,product_4,39,3/17/2015,Channel 1,3/17/2015,10.45,6.99
292,Country 1,product_4,39,3/17/2015,Channel 1,3/17/2015,39,20
293,Country 1,product_1,89,3/17/2015,Channel 1,3/17/2015,55.2,65.2
294,Country 1,product_1,89,3/17/2015,Channel 1,3/17/2015,55.2,9
295,Country 1,product_1,89,3/17/2015,Channel 4,3/17/2015,55.2,28.66
296,Country 1,product_3,99,3/18/2015,Channel 1,3/18/2015,31.2,11.9
297,Country 1,product_3,99,3/18/2015,Channel 1,3/18/2015,98.92,147.58
298,Country 1,product_4,39,3/17/2015,Channel 1,3/17/2015,28.55,18.67
299,Country 1,product_1,89,3/17/2015,Channel 5,3/17/2015,11.36,10.99
300,Country 1,product_4,39,3/18/2015,Channel 1,3/18/2015,31.2,10
301,Country 1,product_4,39,3/18/2015,Channel 1,3/18/2015,31.2,10
302,Country 1,product_4,39,3/18/2015,Channel 1,3/18/2015,31.2,42.9
303,Country 1,product_4,39,3/19/2015,Channel 1,3/19/2015,31.2,17.1
304,Country 1,product_1,89,3/18/2015,Channel 1,3/18/2015,55.2,40.92
305,Country 1,product_1,89,3/18/2015,Channel 1,3/18/2015,55.2,34.47
307,Country 1,product_1,89,3/18/2015,Channel 1,3/18/2015,89,23
308,Country 1,product_1,89,3/18/2015,Channel 1,3/18/2015,89,37
310,Country 1,product_4,39,3/19/2015,Channel 1,3/19/2015,1.7,1.18
312,Country 1,product_4,39,3/20/2015,Channel 1,3/20/2015,31.2,26.83
313,Country 1,product_1,89,3/19/2015,Channel 1,3/19/2015,55.2,63.57
314,Country 1,product_4,39,3/19/2015,Channel 1,3/19/2015,14.81,15.1
318,Country 1,product_1,89,3/20/2015,Channel 1,3/20/2015,55.2,45.8
319,Country 1,product_3,99,3/20/2015,Channel 1,3/20/2015,79.2,67.2
321,Country 1,product_4,39,3/21/2015,Channel 1,3/21/2015,31.2,22.3
323,Country 1,product_4,39,3/21/2015,Channel 1,3/21/2015,39,7
324,Country 1,product_1,89,3/21/2015,Channel 1,3/21/2015,89,23.6
326,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,55.2,22.8
327,Country 1,product_3,99,3/21/2015,Channel 1,3/21/2015,99,18
328,Country 1,product_4,39,3/21/2015,Channel 1,3/21/2015,27.14,24.09
330,Country 1,product_4,39,3/22/2015,Channel 1,3/22/2015,27.31,36.87
331,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,55.2,45.42
332,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,55.2,8
333,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,89,10
334,Country 1,product_3,99,3/22/2015,Channel 1,3/22/2015,99,29.6
335,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,64.24,49.37
336,Country 1,product_1,89,3/22/2015,Channel 1,3/22/2015,89,9
338,Country 1,product_1,89,3/23/2015,Channel 1,3/23/2015,55.2,45.8
339,Country 1,product_3,99,3/23/2015,Channel 1,3/23/2015,79.2,50
340,Country 1,product_4,39,3/23/2015,Channel 1,3/23/2015,39,18
341,Country 1,product_4,39,3/24/2015,Channel 1,3/24/2015,31.2,31.94
343,Country 1,product_1,89,3/24/2015,Channel 1,3/24/2015,55.2,55.4
344,Country 1,product_1,89,3/24/2015,Channel 1,3/24/2015,44.53,61.83
345,Country 1,product_1,89,3/25/2015,Channel 1,3/25/2015,89,19
347,Country 1,product_4,39,3/25/2015,Channel 1,3/25/2015,31.2,24.28
348,Country 1,product_4,39,3/25/2015,Channel 1,3/25/2015,31.2,18
349,Country 1,product_4,39,3/25/2015,Channel 1,3/25/2015,39,18
350,Country 1,product_1,89,3/25/2015,Channel 1,3/25/2015,55.2,37.6
351,Country 1,product_4,39,3/25/2015,Channel 1,3/25/2015,55.2,37.94
352,Country 1,product_3,99,3/25/2015,Channel 1,3/25/2015,79.2,19
353,Country 1,product_1,89,3/25/2015,Channel 1,3/25/2015,1.84,1.28
354,Country 1,product_3,99,3/25/2015,Channel 4,3/25/2015,57.79,42.59
357,Country 1,product_4,39,3/26/2015,Channel 4,3/26/2015,23.53,32.55
358,Country 1,product_3,99,3/27/2015,Channel 1,3/27/2015,79.2,43.84
359,Country 1,product_4,39,3/28/2015,Channel 1,3/28/2015,31.2,8
362,Country 1,product_4,39,3/28/2015,Channel 1,3/28/2015,39,9
363,Country 1,product_1,89,3/28/2015,Channel 1,3/28/2015,55.2,52.19
365,Country 1,product_1,89,3/28/2015,Channel 1,3/28/2015,63.11,72.37
366,Country 1,product_1,89,3/29/2015,Channel 1,3/29/2015,55.2,46.02
367,Country 1,product_3,99,3/28/2015,Channel 1,3/28/2015,99,11
368,Country 1,product_4,39,3/29/2015,Channel 1,3/29/2015,1.2,0.69
369,Country 1,product_4,39,3/29/2015,Channel 1,3/29/2015,31.2,28.5
370,Country 1,product_4,39,3/29/2015,Channel 1,3/29/2015,27.14,15.44
371,Country 1,product_1,89,3/29/2015,Channel 1,3/29/2015,55.2,8
